step,coverage,test_greedy,test_beam,test_at10
150000,0.2314410480349345,0.18681318681318682,0.23076923076923078,0.25274725274725274
300000,0.4890829694323144,0.14285714285714285,0.23076923076923078,0.1978021978021978
450000,0.5305676855895196,0.1978021978021978,0.21978021978021978,0.24175824175824176
600000,0.5524017467248908,0.08791208791208792,0.23076923076923078,0.21978021978021978
750000,0.5796943231441049,0.14285714285714285,0.2087912087912088,0.23076923076923078
900000,0.5917030567685589,0.06593406593406594,0.1978021978021978,0.12087912087912088
1050000,0.6124454148471615,0.16483516483516483,0.24175824175824176,0.24175824175824176
1200000,0.6331877729257642,0.16483516483516483,0.1978021978021978,0.17582417582417584
