step,coverage,test_greedy,test_beam,test_at10
0,0.0,0.0,0.004,0.013
500000,0.227,0.161,0.276,0.286
1000000,0.3468,0.206,0.335,0.363
1500000,0.4994,0.281,0.467,0.464
2000000,0.6117,0.261,0.457,0.465
2500000,0.7267,0.323,0.558,0.56
3000000,0.8018,0.311,0.529,0.543
3500000,0.8587,0.375,0.614,0.632
4000000,0.9103,0.412,0.634,0.658
