step,coverage,test_greedy,test_beam,test_at10
1000,0.625,0.0,0.0,0.0
2000,0.9375,0.0,0.0,1.0
3000,0.9375,0.0,1.0,1.0
4000,1.0,0.0,1.0,1.0
5000,1.0,0.0,1.0,0.0
6000,1.0,0.0,1.0,1.0
