step,coverage,test_greedy,test_beam,test_at10
500000,0.6174361915686837,0.30749354005167956,0.4496124031007752,0.5038759689922481
1000000,0.8824204186980212,0.3281653746770026,0.4909560723514212,0.5633074935400517
1500000,0.9420705477487812,0.3488372093023256,0.5064599483204134,0.5710594315245479
2000000,0.9604244336105535,0.3333333333333333,0.4186046511627907,0.5038759689922481
2500000,0.9761973042730141,0.37467700258397935,0.48320413436692505,0.5762273901808785
3000000,0.9802122168052767,0.4108527131782946,0.5116279069767442,0.5529715762273901
3500000,0.9807857757384572,0.3953488372093023,0.4883720930232558,0.5503875968992248
4000000,0.9827932320045885,0.39018087855297157,0.5219638242894057,0.58656330749354
4500000,0.9839403498709492,0.42377260981912146,0.49612403100775193,0.5813953488372093
5000000,0.9842271293375394,0.35917312661498707,0.4186046511627907,0.4883720930232558
5500000,0.98508746773731,0.3333333333333333,0.42118863049095606,0.5038759689922481
6000000,0.9856610266704904,0.3462532299741602,0.4263565891472868,0.4806201550387597
6500000,0.9856610266704904,0.3049095607235142,0.4160206718346253,0.4754521963824289
7000000,0.9856610266704904,0.3385012919896641,0.4082687338501292,0.5271317829457365
7500000,0.9856610266704904,0.3695090439276486,0.4418604651162791,0.5012919896640827
8000000,0.9856610266704904,0.3023255813953488,0.3875968992248062,0.4573643410852713
8500000,0.9856610266704904,0.2997416020671835,0.3643410852713178,0.4315245478036176
