step,coverage,test_greedy,test_beam,test_at10
150000,0.09606986899563319,0.03296703296703297,,
300000,0.3133187772925764,0.03296703296703297,,
450000,0.5,0.04395604395604396,,
600000,0.6932314410480349,0.02197802197802198,,
750000,0.7270742358078602,0.04395604395604396,,
900000,0.7489082969432315,0.06593406593406594,,
1050000,0.7631004366812227,0.03296703296703297,,
1200000,0.7816593886462883,0.04395604395604396,,
1350000,0.7925764192139738,0.054945054945054944,,
1500000,0.8013100436681223,0.06593406593406594,,
1650000,0.8067685589519651,0.02197802197802198,,
1800000,0.8165938864628821,0.04395604395604396,,
1950000,0.8198689956331878,0.054945054945054944,,
2100000,0.8275109170305677,0.07692307692307693,,
2250000,0.834061135371179,0.2087912087912088,,
2400000,0.8351528384279476,0.25274725274725274,,
2550000,0.8406113537117904,0.1978021978021978,,
2700000,0.8460698689956332,0.23076923076923078,,
2850000,0.8482532751091703,0.18681318681318682,,
3000000,0.8548034934497817,0.2967032967032967,,
