step,coverage,test_greedy,test_beam,test_at10
25000,0.018558951965065504,0.04395604395604396,,
50000,0.0425764192139738,0.054945054945054944,,
75000,0.0611353711790393,0.04395604395604396,,
100000,0.08187772925764192,0.04395604395604396,,
125000,0.0906113537117904,0.04395604395604396,,
150000,0.09606986899563319,0.03296703296703297,,
175000,0.10262008733624454,0.054945054945054944,,
200000,0.1091703056768559,0.01098901098901099,,
225000,0.11572052401746726,0.03296703296703297,,
250000,0.1277292576419214,0.02197802197802198,,
