step,coverage,test_greedy,test_beam,test_at10
150000,0.07205240174672489,0.03296703296703297,,
300000,0.12336244541484716,0.03296703296703297,,
450000,0.1572052401746725,0.01098901098901099,,
600000,0.18340611353711792,0.054945054945054944,,
750000,0.20414847161572053,0.06593406593406594,,
900000,0.22161572052401746,0.04395604395604396,,
1050000,0.287117903930131,0.0989010989010989,,
1200000,0.4836244541484716,0.07692307692307693,,
1350000,0.5393013100436681,0.0989010989010989,,
1500000,0.7336244541484717,0.17582417582417584,,
1650000,0.9399563318777293,0.32967032967032966,,
1800000,0.9672489082969432,0.34065934065934067,,
1950000,0.9978165938864629,0.4065934065934066,,
2100000,1.0,0.38461538461538464,,
2250000,1.0,0.37362637362637363,,
2400000,1.0,0.23076923076923078,,
2550000,1.0,0.27472527472527475,,
2700000,1.0,0.23076923076923078,,
2850000,1.0,0.08791208791208792,,
3000000,1.0,0.08791208791208792,,
