step,coverage,test_greedy,test_beam,test_at10
100000,0.8166666666666667,0.19230769230769232,0.46153846153846156,0.5769230769230769
200000,0.9625,0.34615384615384615,0.6538461538461539,0.6538461538461539
300000,1.0,0.46153846153846156,0.6538461538461539,0.7692307692307693
400000,1.0,0.5,0.8076923076923077,0.8076923076923077
500000,1.0,0.5384615384615384,0.7692307692307693,0.8076923076923077
600000,1.0,0.5,0.8076923076923077,0.7692307692307693
700000,1.0,0.5769230769230769,0.8076923076923077,0.8461538461538461
800000,1.0,0.5,0.7307692307692307,0.6538461538461539
900000,1.0,0.5384615384615384,0.8846153846153846,0.6923076923076923
1000000,1.0,0.5384615384615384,0.9230769230769231,0.8076923076923077
