step,coverage,test_greedy,test_beam,test_at10
500000,0.17550903355319758,0.06459948320413436,0.09560723514211886,0.11627906976744186
1000000,0.43246343561800976,0.18087855297157623,0.25839793281653745,0.2997416020671835
1500000,0.707484944078004,0.28165374677002586,0.330749354005168,0.4263565891472868
2000000,0.7697160883280757,0.1937984496124031,0.27648578811369506,0.36175710594315247
2500000,0.8024089475193577,0.21188630490956073,0.24289405684754523,0.32558139534883723
3000000,0.8124462288500144,0.16020671834625322,0.18087855297157623,0.2248062015503876
3500000,0.8158875824490966,0.13178294573643412,0.16020671834625322,0.18863049095607234
4000000,0.817895038715228,0.13953488372093023,0.15503875968992248,0.19896640826873385
4500000,0.8193289360481789,0.0,0.0,0.002583979328165375
5000000,0.8196157155147692,0.0,0.0,0.0
