step,coverage,test_greedy,test_beam,test_at10
100000,0.8875,0.23076923076923078,0.38461538461538464,0.5769230769230769
200000,0.9791666666666666,0.46153846153846156,0.7692307692307693,0.7307692307692307
300000,1.0,0.5,0.7692307692307693,0.8461538461538461
400000,1.0,0.5384615384615384,0.8846153846153846,0.8846153846153846
500000,1.0,0.6153846153846154,0.8461538461538461,0.8846153846153846
600000,1.0,0.5769230769230769,0.8461538461538461,0.7692307692307693
700000,1.0,0.5769230769230769,0.8461538461538461,0.8076923076923077
800000,1.0,0.6153846153846154,0.8846153846153846,0.8076923076923077
900000,1.0,0.6153846153846154,0.8461538461538461,0.8461538461538461
1000000,1.0,0.6153846153846154,0.8846153846153846,0.8461538461538461
