step,coverage,test_greedy,test_beam,test_at10
500000,0.19414969888156008,0.07751937984496124,0.13178294573643412,0.14728682170542637
1000000,0.30197877831947234,0.09819121447028424,0.12144702842377261,0.15762273901808785
1500000,0.34241468310868944,0.12144702842377261,0.18863049095607234,0.21705426356589147
2000000,0.385144823630628,0.1111111111111111,0.16279069767441862,0.19638242894056848
2500000,0.47605391453971896,0.21963824289405684,0.2532299741602067,0.3152454780361757
3000000,0.5749928305133353,0.18863049095607234,0.2454780361757106,0.32041343669250644
3500000,0.6598795526240321,0.17571059431524547,0.2144702842377261,0.31266149870801035
4000000,0.7023229136793806,0.17829457364341086,0.20930232558139536,0.27648578811369506
4500000,0.7215371379409234,0.1834625322997416,0.2222222222222222,0.28940568475452194
5000000,0.729853742472039,0.18863049095607234,0.18087855297157623,0.25839793281653745
