step,coverage,test_greedy,test_beam,test_at10
0,0.0,0.002583979328165375,0.00516795865633075,0.015503875968992248
100000,0.01720676799541153,0.0103359173126615,0.023255813953488372,0.025839793281653745
200000,0.06739317464869515,0.041343669250646,0.056847545219638244,0.09302325581395349
300000,0.15916260395755663,0.12403100775193798,0.14470284237726097,0.16279069767441862
400000,0.1973042730140522,0.10077519379844961,0.13178294573643412,0.18863049095607234
500000,0.2454832234012045,0.11627906976744186,0.15762273901808785,0.19121447028423771
600000,0.32549469457986807,0.1524547803617571,0.24806201550387597,0.29457364341085274
700000,0.4892457700028678,0.26356589147286824,0.39018087855297157,0.4496124031007752
800000,0.6498422712933754,0.2842377260981912,0.4470284237726098,0.5193798449612403
900000,0.7763120160596502,0.29198966408268734,0.4470284237726098,0.5116279069767442
1000000,0.8411241755090335,0.3695090439276486,0.5581395348837209,0.5839793281653747
