step,coverage,test_greedy,test_beam,test_at10
100000,0.975,0.5,0.8846153846153846,0.8461538461538461
200000,1.0,0.5769230769230769,0.7692307692307693,0.7692307692307693
300000,1.0,0.5769230769230769,0.7307692307692307,0.6923076923076923
400000,1.0,0.6153846153846154,0.8461538461538461,0.9230769230769231
500000,1.0,0.6153846153846154,0.8076923076923077,0.6923076923076923
600000,1.0,0.6153846153846154,0.7692307692307693,0.6923076923076923
700000,1.0,0.6153846153846154,0.8461538461538461,0.7692307692307693
800000,1.0,0.6153846153846154,0.7307692307692307,0.7692307692307693
900000,1.0,0.5384615384615384,0.8461538461538461,0.8846153846153846
1000000,1.0,0.5384615384615384,0.8461538461538461,0.8076923076923077
