step,coverage,test_greedy,test_beam,test_at10
0,0.0,0.004,0.004,0.015
500000,0.0282,0.013,0.03,0.045
1000000,0.0963,0.071,0.087,0.117
1500000,0.1902,0.1,0.14,0.166
2000000,0.2418,0.08,0.113,0.144
2500000,0.2712,0.069,0.117,0.135
3000000,0.2782,0.013,0.036,0.041
3500000,0.2794,0.02,0.027,0.033
