step,coverage,test_greedy,test_beam,test_at10
500000,0.0105,0.001,0.012,0.016
1000000,0.0881,0.07,0.103,0.117
1500000,0.1637,0.123,0.156,0.172
2000000,0.1961,0.111,0.152,0.178
2500000,0.2178,0.127,0.167,0.188
