step,coverage,test_greedy,test_beam,test_at10
100000,0.9125,0.5384615384615384,0.6153846153846154,0.8076923076923077
200000,1.0,0.5,0.7692307692307693,0.8461538461538461
300000,1.0,0.5769230769230769,0.8461538461538461,0.7692307692307693
400000,1.0,0.5384615384615384,0.8461538461538461,0.8461538461538461
500000,1.0,0.5384615384615384,0.8461538461538461,0.9230769230769231
600000,1.0,0.5,0.6538461538461539,0.6538461538461539
700000,1.0,0.5384615384615384,0.8461538461538461,0.8461538461538461
800000,1.0,0.6153846153846154,0.8076923076923077,0.7307692307692307
900000,1.0,0.5384615384615384,0.7692307692307693,0.7307692307692307
1000000,1.0,0.5769230769230769,0.8461538461538461,0.8076923076923077
