step,coverage,test_greedy,test_beam,test_at10
500000,0.1353,0.158,0.226,0.244
1000000,0.3225,0.204,0.323,0.361
1500000,0.5023,0.226,0.396,0.44
2000000,0.6646,0.3,0.521,0.51
2500000,0.7717,0.334,0.54,0.56
3000000,0.8252,0.35,0.572,0.575
3500000,0.863,0.396,0.58,0.59
4000000,0.8862,0.377,0.584,0.593
4500000,0.8985,0.374,0.587,0.593
5000000,0.9062,0.364,0.581,0.581
