step,coverage,test_greedy,test_beam,test_at10
150000,0.08406113537117904,0.03296703296703297,,
300000,0.1277292576419214,0.02197802197802198,,
450000,0.15829694323144106,0.04395604395604396,,
600000,0.17358078602620086,0.01098901098901099,,
750000,0.18449781659388648,0.04395604395604396,,
900000,0.574235807860262,0.02197802197802198,,
1050000,0.5906113537117904,0.054945054945054944,,
1200000,0.6091703056768559,0.03296703296703297,,
1350000,0.6200873362445415,0.06593406593406594,,
1500000,0.6342794759825328,0.054945054945054944,,
1650000,0.6441048034934498,0.02197802197802198,,
1800000,0.6539301310043668,0.04395604395604396,,
1950000,0.6572052401746725,0.054945054945054944,,
2100000,0.6615720524017468,0.03296703296703297,,
2250000,0.6703056768558951,0.02197802197802198,,
2400000,0.6768558951965066,0.02197802197802198,,
2550000,0.6801310043668122,0.04395604395604396,,
