step,coverage,test_greedy,test_beam,test_at10
500000,0.1385144823630628,0.082687338501292,0.11886304909560723,0.1343669250645995
1000000,0.3409807857757385,0.11369509043927649,0.16279069767441862,0.2041343669250646
1500000,0.3934614281617436,0.09819121447028424,0.13695090439276486,0.17054263565891473
2000000,0.4012044737596788,0.06201550387596899,0.08527131782945736,0.1111111111111111
2500000,0.4057929452251219,0.0,0.012919896640826873,0.0103359173126615
3000000,0.40722684255807284,0.002583979328165375,0.002583979328165375,0.002583979328165375
3500000,0.407513622024663,0.0,0.002583979328165375,0.002583979328165375
4000000,0.40780040149125324,0.0,0.002583979328165375,0.0
4500000,0.40780040149125324,0.0,0.002583979328165375,0.0
5000000,0.40780040149125324,0.0,0.0,0.0
