step,coverage,test_greedy,test_beam,test_at10
500000,0.23200458847146543,0.11369509043927649,0.18087855297157623,0.2248062015503876
1000000,0.7482076283338113,0.24806201550387597,0.3875968992248062,0.4883720930232558
1500000,0.8944651562948093,0.31266149870801035,0.42118863049095606,0.5193798449612403
2000000,0.9607112130771437,0.35917312661498707,0.46511627906976744,0.5503875968992248
2500000,0.9741898480068827,0.3772609819121447,0.4263565891472868,0.5452196382428941
3000000,0.981932893604818,0.3953488372093023,0.43669250645994834,0.5322997416020672
3500000,0.9825064525379983,0.36175710594315247,0.45478036175710596,0.5116279069767442
4000000,0.9825064525379983,0.3359173126614987,0.4496124031007752,0.5271317829457365
4500000,0.9848006882707199,0.4082687338501292,0.4780361757105943,0.5503875968992248
5000000,0.9856610266704904,0.32041343669250644,0.4470284237726098,0.5478036175710594
