step,coverage,test_greedy,test_beam,test_at10
25000,0.008733624454148471,0.0,,
50000,0.025109170305676855,0.0,,
75000,0.04912663755458515,0.04395604395604396,,
100000,0.06877729257641921,0.03296703296703297,,
125000,0.08406113537117904,0.03296703296703297,,
150000,0.1037117903930131,0.02197802197802198,,
175000,0.1299126637554585,0.03296703296703297,,
200000,0.14192139737991266,0.03296703296703297,,
225000,0.1539301310043668,0.02197802197802198,,
250000,0.15938864628820962,0.01098901098901099,,
275000,0.18995633187772926,0.02197802197802198,,
