step,coverage,test_greedy,test_beam,test_at10
500000,0.42844852308574705,0.17054263565891473,0.2997416020671835,0.34366925064599485
1000000,0.8325207915113277,0.2971576227390181,0.45219638242894056,0.5684754521963824
1500000,0.9698881560080298,0.34366925064599485,0.524547803617571,0.5917312661498708
2000000,0.992543733868655,0.4160206718346253,0.5658914728682171,0.6873385012919897
2500000,0.9971322053340981,0.6537467700258398,0.710594315245478,0.8062015503875969
3000000,0.9979925437338687,0.710594315245478,0.7932816537467701,0.8604651162790697
3500000,0.998566102667049,0.7700258397932817,0.7984496124031008,0.8914728682170543
4000000,1.0,0.7777777777777778,0.834625322997416,0.9095607235142119
4500000,1.0,0.7545219638242894,0.8036175710594315,0.8888888888888888
5000000,1.0,0.7958656330749354,0.7958656330749354,0.9121447028423773
5500000,1.0,0.7881136950904393,0.8294573643410853,0.9147286821705426
6000000,1.0,0.7777777777777778,0.8423772609819121,0.9095607235142119
6500000,1.0,0.8062015503875969,0.8475452196382429,0.8940568475452196
7000000,1.0,0.8449612403100775,0.8397932816537468,0.9276485788113695
7500000,1.0,0.8475452196382429,0.8397932816537468,0.9250645994832042
8000000,1.0,0.7751937984496124,0.813953488372093,0.9043927648578811
