step,coverage,test_greedy,test_beam,test_at10
0,0.0,0.0,0.002583979328165375,0.012919896640826873
100000,0.04703183252079151,0.046511627906976744,0.08527131782945736,0.13178294573643412
200000,0.18640665328362488,0.14987080103359174,0.24806201550387597,0.2739018087855297
300000,0.3837109262976771,0.28165374677002586,0.4134366925064599,0.43669250645994834
400000,0.5509033553197591,0.29198966408268734,0.5271317829457365,0.5478036175710594
500000,0.6395182104961284,0.32558139534883723,0.537467700258398,0.5968992248062015
600000,0.7613994837969601,0.37467700258397935,0.6382428940568475,0.6640826873385013
700000,0.8434184112417551,0.4005167958656331,0.6744186046511628,0.6795865633074936
800000,0.9340407226842558,0.40310077519379844,0.7260981912144703,0.7183462532299741
900000,0.9618583309435045,0.4625322997416021,0.7338501291989664,0.7545219638242894
1000000,0.9753369658732435,0.4496124031007752,0.7700258397932817,0.7622739018087855
